file,time_seconds,status
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02926.lean,8.163765000,error
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02928.lean,15.350422000,error
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02930.lean,14.847803000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02932.lean,16.626558000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02934.lean,19.106303000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02936.lean,25.919907000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02938.lean,24.811212000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02940.lean,27.669663000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02942.lean,29.701019000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02944.lean,32.476878000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02946.lean,41.987036000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02948.lean,39.906759000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02950.lean,49.454154000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02952.lean,46.110547000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02954.lean,54.751561000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02956.lean,9.489386000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02958.lean,8.248684000,error
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02960.lean,10.697094000,error
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02962.lean,16.220841000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02964.lean,20.628156000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02966.lean,24.330025000,ok
